comment,rating
This drug had a significant positive impact on my life.  There were many minor side affects at first but the went away for the most part.,5
"Been on citalopram first 20mg then up to 40mg then 60mg hen recalled the maximum dosage so I've been on 40mg a day since. I can honestly say it's changed my life for the better. However, have you missed a day or so's dosage by mistake?! Omg dreadful feeling!!! And apparently it's not addictive!!! Yeah ok then :/ ",5
",5
,5
Only problem I've experienced is drowsiness.But have had a complete change in my attitude and outlook in life. Used to take Prozac and it quit working for me.,5
,5
I've experienced no side effects from taking this medication.,5
,5
"My experience has been a good one, but one of my doctors mentioned that I should be taken off this particular drug.",5
,5
I have used it for years. I have tried to go off it and see if I could go without it. Needless to say I had to go back on it.,5
I have had a loss of sexual drive,5
" For me, citalopram has been amazing.  I wish I would have started taking it 15 years earlier.  It's hard to imagine life now without it.  It was prescribed to me after I had a heart attack, but it seems to work as much on anxiety as depression.",5
"this medicatin low your sex driver,but is very good because it keep you on a good mood and very relax.I stop it because of the sex drive, hope they can improve.",5
good experience,5
"I started taking Citalopram when i was 17 years old. I'm now 19 years old and still on this. Its help with my depression alot. One thing I have noticed is that when i started taking this pill i only had depression, and now if I don't take the pill for a week or so my depression and anxiety is at an all time high. over all this pill has changed my life for a positive.",5
"I am smiling more often, much more happy, and less negative feeling towards life.",5
For people just starting to take Celexa (or Citalopram), I suggest starting with no more than 10 mg in the morning. Don't take it at night! The side effects I experienced by starting off with 20 mg at night might not have been caused by the medication (according to my doctor), but I suggest that you take no chances: start in the morning with or after breakfast. Keep in mind that there is a light at the end of the tunnel, and it is NOT a train coming at you!",5
"I have severe sweating, muscle and joint soreness. Overall, mentally I feel happy and content, except for my achy body.",5
,5
Was previously on Effexor but was changed to citalopram because of cost ($4 at Walmart) and I cannot tell any difference from one medication to the other. I feel at peace & happy at all times.,5
Medication is very effective and still gives you energy and motivation. ,5
have been on different MEDS for 20 years because of clinical depression and this one workes well  for me,5
I was terribly sad living with my adult daughter in her home and working in her office.  She became increasingly irritated with me and fresh with her mouth.  I cried to my doctor and she recommended citalipram. This  medication helped me very much deal with the sadness I was feeling and I eventually moved out of her home...  ,5
"I'm 17 and this was my first antidepressant. I suffer a severe depression, minor anxiety, and compulsive skin picking. In the first month the suicidal thoughts were the worse they've ever been, (I told my mom this and I was monitored so nothing rash was done) but I'm hitting my second month now and it's not so bad. It has helped ten-fold with the depression and anxiety, however it has made my skin picking dramatically worse. For me, that's not too bad to deal with because my skin picking was  never in dangerous places and it never really scarred bad. The side effects are also minimal.",5
"I have suffered from PTSD for many years. After so long of suffering, I decided to go ahead and give the medicine a try.  Citalopram has definitely made a difference in my life. I felt like a whole new person. Starting off I had a tad bit of a headache, tight jaw, and dry mouth. It lasted about 3 days, that was it. I was moved up slowly therefore I did not experience any bad side effects as starting at a high dose will cause.  I would really recommend citalopram. Everyone around me says how much of a happier person I am, and I am not as afraid of being in crowds as I was before. Very life changing. It feels great not to feel angry, depressed, scared anymore like before.  I am now at 40mg and have been on it for 4 years.",5
,5
",5
,5
,5
,5
"I suffered from depression/anxiety in the form of obsessive worrying every day of my life until I started this medicine.  Since I started it 3 years ago, I'm a different person.  I feel in control of my life and emotions.  The only problem I have with this medication is that it affects my sex drive.  I have much less of an interest in sex than I did before.  I haven't decided if it's worth trying a new medicine for that reason yet, since I'm so happy with it otherwise.",5
nausa,5
"I necer took depression meds before.  But when my doctor put me on this (started 20mg at night) after a month life was better!  After about a year, The sad thoughts were coming back, (not as they were, but they were there). Doctor up me to 30 mg nightly.  Life is great! I lost about 20 lbs, not bad all the way around!",5
"Just the fact that I care enough to even post this review is amazing.  The first month was difficult.  Tired, trouble concentrating, yawning, and jaw clenching. One by one the symptoms started to disappear.  I feel I can see past today, care about tomorrow. Is everything coming up roses, no, but I can handle everyday life.  I can see the joy of being here and appreciate life.  It was hard going to the doctor to ask for help, but this drug was defintely worth it. Thats what you have to do when your depressed reach out and ask for help. I am so glad I did.",5
"I have been against medication my whole life. Finally I tried this for my anxiety, being scared of everything OCD depression and overwhelmed by every thing. I couldn't do much during a day at all. I have to say I think this drug has saved my life and I am so grateful to have my life back. I am on a relatively low dose of 20mg but it has definitely changed things. ",5
",5
,5
This drug has literally changed my life! I no longer am overwhelmed by daily tasks and happy as a hound dog!,5
"I begun to feel depressed, panicky and overall unhappiness due to cancer. I saw positive results immediately when I was prescribed citalopram.",5
"I have been taking 40mg/day for 3 years, and it has been effective. I haven't had any side effects, and it has not affected my libido. I find that I have to up my dosage to 50mg/day from October to April due to SAD, and it has been a satisfactory solution. I am switching to Effexor this year due to the new dosage warnings, and for this reason only.",5
"I do have excessive sweating and trouble with my periods. It does calm me down, but I still get sexually arroused and can perform sexually with ease.",5
is caused from hormonal inbalance. Menopause.",5
"Originally prescribed 20mg/day I found I could get nothing done on that high a dosage.  Since my mother was chronically depressed her whole life and so was her mother I decided to stay on the drug and lower the dose to 10mg/day.  Eureka!  Smoothed out my emotions and lets me feel normal. I have a low tolerance for drugs so this seems to be a more than adequate dosage to alleviate my symptons.  Less can be more. I have been taking this for over 5 years and I am just starting to have sweating and insomnia issues that are not menopausal. I shower more and read alot to get sleepy.  I have had problems with rashes when I don't hydrate effectively and wear poyester clothing. Easy fix, drink more, wear cotton and stay cool. Overall this drug does the job that Zoloft couldn't. ",5
"I have been taking citalopram for approximately 3 years. I am currently taking 80mg which has been very helpful with my depressive symptoms. This dose also helps with my anxiety. Feel very calm and am able to experience a wide range of emotions. However, I am now concerned about the FDA warnings about the side effects of taking over 40 mgs-thinking of switching to prozac for this reason only. ",5
,5
"Once we got the dosage adjusted, I feel like a completely new person!",5
i'm no longer crying all the time after the death of my husband,5
I have been taking this medication for 2 years at 80mg per day and have had very good results; decrease in OCD and major depression symptoms. No decrease in sex drive no increase in appitite. Works for me,5
"involuntary jerking of hands and legs, just once in awhile",5
A lot more cheerful with a sunny disposition as if I was a child with no worries again BUT my memory is not sharp as it was. My abiltiy to have an orgasm is decreased but lots of water can fix that and a little nausea in the morning other than that this has really worked for me.,5
When I first started taking citalopram I didn't have degrees to my emotions. Now I do.,5
"I have experienced more confidence in myself, happier, don't let little things bother me, but have been experiencing headaches ever since I started using this drug. ",5
,5
trouble sleeping.,5
between depression and change of life this is working for me with xanaxx never took pills before ,5
,5
On a second note, my daughter (26) began taking this for anxiety - 20 mg twice per day. It caused the shakes to start out with which went away, but then her hands, wrists, ankles and lips swelled up. It was the citalopram which caused these problems. So, two different results within our same family. She would probably tell you to stay away from it. I say it works perfectly, but please be careful. First sign of a side effect, call the doctor.",5
"Is anybody taking Citalopram and Buproprion if so what mg's are working best for you, and how does it affect your sex drive.",5
IM TIRED ALOT AND I YAWN ALOT. IT HAS AFFECTED MY DESIRE FOR SEX AND ABILITY TO HAVE AN ORGASM. HOWEVER IT HAS MADE ME FEEL BETTER MENTALLY. I CAN HANDLE STRESS ALOT BETTER AND IM NOT AS IRRITABLE.,5
,5
",5
I took this medication to help me with depression due to an onset of a chronic pain disease. It has helped me tremendously.,5
- about 6 months after being on celexa (citalopram) my doc also prescribed Bupropion (generic wellbutrin) 150mg/once a day. I feel amazing! And i've lost the weight I put on from celexa!",5
My doctor saw the depression and suggested medication with counseling.  I thought this over for about 2 weeks then agreed to both.  It has helped tremendously.  Circumstances haven't changed but this medication has helped tremendously to deal with life more level-headed.,5
"I have been taking this drug for over 6 months now along with Welbutrim that I have been on for 10 years.  What a difference the addition of the Citalopram made!  I feel like myself again!  I have a tendency to have migraines but this medication has not made me have headaches.  I take it at night and sleep very well.  With prayer and Citalopram, my home is a happy place now!",5
,5
,5
"I have been on Citalopram for 10 months now. I noticed a change the first week! I was feeling mellow and nothing bothered me. Of course the effect lessened after some time; I am much more patient, however things still bother me. I mean it's not a magic pill, so let's not expect it to solve our EVERY issue. ",5
"Been taking Citalopram 20mg once daily for almost 4 years now. It has been a life saver. All the same stress and problems are present in life, I am just able to step back and breathe, make a decision on how to productively handle it and move on. Doesnt make me ""high"" or change who I am....just takes away the overwhelming anxiety and allows me to function.",5
"I've been taking this medication for about 7 months now. I love it! I was depressed, angry and withdrawn from everyone around me and would bite someones head off without any provocation. I also worried about every little thing. After taking it for a month I started to feel better and mellowed. It's hard to get me angry now and the depression is gone and I don't worry about much of anything. Have gained 10 lbs recently but started working out and lost most of it and feel better too! Weight gain is only an issue if you let it be and choose to sit around and not work out and eat healthy. Can't reach a climax very easily, but solved my pme problem and that's a good side effect for me! There is no shame in taking it, I put it off for too long and regret it now. Life is so much better and everyone can stand to be around me again and I them. I've found I'm actually a fun person since taking this. Just take it! Wake up in the morning, take the pill and forget about it. Only warning I have is, take it everyday! If you don't you and everyone around you will know that your not on it! After a couple days without due to forgetting to take with me on vacation, I was back to my old self in full force. Don't let all the discouraging comments on this site sway you. Try it for a couple months and see what happens, if  you like it keep it, if not then try something else. But you have to give it time, it will not work over night! A month and a week was how long it took for me. Yeah I could feel something after two weeks but really noticed and started getting comments on my attitude after a month. ",5
"This drug makes me feel great mentally!!!  My major side effect is clenching my teeth. When I was upped to 1 and 1/2 pills I broke my tooth and have TMJ syndrome.  Dr. switched me to Lexapro........made me feel horrible mentally.  I'm back on Citalopram but 1 pill now and clenching isn't too bad and feel mentally great again.  I take it around 8pm, sleep like a log and am refreshed upon waking.   Have lost 4 pounds which I didn't need to lose.  I took Zoloft years ago and it made me a zombie and gained 15 pounds on it.  I highly recommend Citalopram but most drugs work differently on each person.  Report your symptoms to your Dr.  Dosage can make the difference.",5
"Been on Celexa for about a month now.  The first week of taking this medication was very hard for me.  I would take it in the morning, like 7am...And it made me very lethargic and tired.  My mouth became extremely dry and every time I would yawn, it felt like i could faint or like a weird floating feeling...Very strange....But the sexual side effects are great...Increased sexual stamina.  I cant seem to climax very easily.  The side effects are not as extreme anymore.  My temper is much better, and I tell my wife and kids ""I love you every day now....Going to stick with it....THUMBS UP!!!",5
"Sweating side effects at the beginning (1st 2-3 months). I played around with dosing: taking 1/2 a dose 2xs a day, full dose in AM ; full dose pm. Now I take a full dose in the AM after eating ( never on an empty stomach. My depression is gone. I have had no side effects except for the sweating at the beginning. my teen age son notices when I forget to take it, so I think it is extremely effective. I no longer yell out of frustration  and am generally calmer and more tolerant.",5
"When I tried to wean myself off the citalopram, I noticed my hot flashes came back in full force.  The dr. told me that citalopram also helps with menopausal symptoms.  I ended up increasing my dosage, per his request, and I've been very happy",5
"Works Very Well, I Have Been Able To Deal With .",5
this medicine has brought me out of a deep lifelong depression and stopped cripling panic attacks.  i hope to be off it someday but i hope the effects stay with me.,5
",5
"I have been on this (along with Xanax for my anxiety) for about 2 months and have seen definite improvements. I'm currently on take 20 mgs, doctor might bump me up to 30 or 40 mgs once winter sets in. I feel great and side effect have been minimal. ",5
"I had very bad depression. I would bite everyones head off, then run off and cry and hate myself. It caused my marriage to end. Now I am doing great. No side effects except being sleepy. One benefit for me was my sex drive! I am always ready to go. Before I just went thru the motions. Now I am very happy.",5
"I call this my kill pill...If i go without for a few days, I'm screaming, yelling, and just can't get control of myself. Since I have taken this medicine for several years, I would never stop it. My doctor says I have an imbalence in my brain, I also have had seizures for more than 50 years, but they are under control.",5
within the first month of taking this I could tell a big difference - family also noted a difference in my moods and behaviors. It has been easy to take with minor side effects of sleepiness (I can only take it at night before bed or I am tired and napping most of the day).,5
I take 20mg daily and it works good for depression and anxiety. I enjoy life again and I can handle everyday ups and downs.,5
"although it has helped enourmously with my depression and anxiety (i finally feel like a normal person) I find it impossible to sleep with this medication, while before i was getting a sound 8 hours, I now only get 4-5 hours of restless sleep, and thats with sleeping pills!",5
This drug has made me feel a lot better.  Have problems with depression and also agitation/anger issues.  Since I have been taking this medication I don't fly off the handle like I use to and I don't just sit around in a blah state of mind. I take it at night because it does make me sleepy but I had rather deal with being sleepy than snapping at my loved ones in anger and being depressed.  Also before I started this medication I constantly woke up every 2 or 3 hours and I could never remember my dreams but now I sleep through the night and I can remember my dreams. My dreams are really random and vivid.  Overall I feel much better especially when I go to bed at a reasonable hour and get plenty of sleep.  I have tried several different medications but this one is the best so far.,5
it takes my mind off alot of raceing thoughts i rest so muchbetter at night it meloies me out,5
"Took a while to work, but when it did my depression completely abated.  Side effects did happen, but I kept taking it and am very happy that I did.  I have to take an extra med for anxiety.  Despite its off-label use for panic disorders, it didn't help for that.",5
"this put me to sleep within thirty minutes.seem to help my condition,with little or no side effects.",5
I have been taking this with generic Welbutrin and have found the 2 drugs very helpful with the ability for me to cope with life issues!,5
I was very emotional and sad much of the time prior to taking this medication. I noticed a difference in my mood within a week.,5
",5
"My wife is in late stage Alzheimer's and has been on antidepressant's for 5 years. Prozac caused IBS and the doctor switched to Citalopram. IBS went away immediately and she has been good since then, 16 months, now.",5
,5
"I went from not wanting to be around any body in my family, I was always upset and I was not caring any more.But since i have been taking citalopram for the last 3 months my husband , my kids, and my mom notice how happy  I am, I feel more calm , happy, everything dont break my heart like it did. I am thankful for my doctor who prescribed me the medicine.",5
"Tried Effexor (heart palpitations)and then Zoloft (made black days worse). This med at 10mg, had an overnight impact on the ""black days""! They are basically gone. However, the sleep impact (hard to wake up) is definitely there also. I have been on this med for only 8 days but the initial result is Thank God the black days are gone. The jury is still out on sexual function. The a/c is set at 72 degrees and I'm sweating down my neck as I type this. Will do another review in a few weeks.",5
Life threatning illness and death of immidiate family member.,5
"Helped the depression, but lowered sex drive & now have inability to climax. Was taking 20mg for 2 weeks, then Dr increased to 40mg. Feel too much. Am going to cut back.",5
I just started taking 10 mgs today and I already feel better. Only thing I have noticed is my face feels kind of numb. Over all I have not cried all day or been upsetted easy.,5
,5
I have been taking this for the last 6 months now and I actually feel like myself now! There was a time where I would think I was going crazy and be in a really bad mood for no reason at all and now I don't feel like that at all!! I would recommend this medication to anyone and the only side effects that I have noticed was seeing something run across the floor when there is nothing there. I can deal with that rather than my husband wanting to smack me(lol) for being so moody! ,5
"edges and depressed ,under alot of strss in house.",5
"Went from being suicidal to an even tempered, somewhat serene patient.  Still suffering greatly from spinal stenosis, gout, trigger finger and arthritis.  Also suffeering to dry mouth resulting from throat radiation for Lymphoma/throat. Attending a very good pain clinic.",5
I have been using this drug for about 1 year and have not experienced any side effects. This is a wonder drug for me!,5
When first starting my med I experienced very bad headaches.  I gradually got used to it but every so often if i dont take it on time i start getting a slight headache ,5
"I have been on this med for about 9 months..I take at night due to sleepiness.  Huge difference in how I feel...really works!! Side effects I have are yawning, night sweats, and I am a little forgetful now...my husband says thats okay he will take the new me over the old me anyday!!!",5
So far only 2 effects...lots of yawning during daytime and achy muscles. Hope this goes away with time. Other than that it is perfect.,5
"I have been on citalopram for ayear now , it has worked great for my depression and anxiety the only side effect i have is that i see something running across the floor all of a sudden its nothing i know, but it must be the medication, has this happen to anyone?",5
"I take 20 mg and feel really good.  I was on Lexapro, but that never made me feel normal, and made me gain too much weight. The weight gain itself would freak me out. Now I can really feel good without the weight gain. I have had no side effects.  It has opened me up and taken away the dark cloud that always seemed to be hanging over my head.  I feel like a new person.",5
"I have tried other AD and while some worked they had side affects that I could not live with, one made me vomit almost every night. My doctor decided to try Citalopram and I am so glad. I still feel like me but my emotions do not get out of control. My depression seems under control. I have had no side effects and do not feel numb like I did on other AD's.",5
"I started feeling better very quickly.  This drug puts a ""floor"" in my emotions where there had previously been none.  I can still feel — I still get sad and cry, which I'm happy about.  But it's just regular sadness now.  It doesn't plummet me.  I'm more interested in sex than I used to be, and it feels better too.  But my ability to focus has been slightly impaired, and I yawn a whole lot now.  ",5
,5
"When i first started I had some moderate side effects- nausea, head ache, decreased appetite and low sex drive. Everything cleared up within 2 weeks. Now the only side affect is night sweats. Other than that its very effective for helping my depression and anxiety. ",5
",5
this drug worked for me in 2 hours.  it was life changing.  Additional side effects i have that are not mentioned in the literature:  clenching teeth and less deep sleep.,5
I'm a WM, 75. Service connected disabled combat Veteran, Korea.  VA patient.",5
"This has been a wonderdrug for me! Took 6 weeks, but has been amazing. Give it time to work! ",5
"I took Effexor XR in high school for depression, but unfortunately dealt with an emotional numbness, nightmares, and migraines on that medication and gave up on anti-depressants to pursue hobbies, etc...  About two years ago, the depression came back full force and I asked my doctor to try something new, so she prescribed Citalopram, a generic for Celexa.  It has kept me balanced out without making me feel numb or having any other unpleasant side effects.  Everybody's body chemistry is different, and although effexor didn't do it for me,  this medication keeps me in check beautifully.",5
"This drug took a bit more than two weeks for me to respond to it, but all in all it has been good.  I have had very few side effects-mostly I'm more tired, but that could have been other health issues that are ongoing.  I used lexapro before citalopram.  I like lexapro better but because lexapro stopped working I needed a new antidepressant and citalopram is just fine.  ",5
"After tring 3 other drugs, this was the one I could stick with.  I had probablems sleeping at first, but that was cured by taking OTC Melatonin.  I have put a few pounds on, but I think that has been do to my on-the-go mom lifestyle.  My libido actually increased.  My husband is a happy man, too.  I am less stressed, happy and the old me, again.",5
I have taken this med for 3+ years. Previously I was on another kind of anti-depressant which worked well except for the side affects.  This one has been good for me with no side affects except maybe being a little more tired.  I can cope with that.,5
"This med has dramatically improved my quality of life! Despite my loss of libido, it has been worth the sacrifice!",5
I have been taking this medicine for almost a mounth.At first I have side affects from it but was told they would pass .And they have . It is really working for me very well.,5
"I have been on this drug now for a year to treat a combination of depression and anxiety. Tried getting off it because of the weight gain and within a month started to change my mood drastically and had to go back on. Keeps my energy level up, otherwise I am very tired without it.",5
"I was first prescribed Lexapro,and that cause horrible heart palpitations and night sweats.  I was then switched to the citalopram, a very lose dose, it has been a God-send!  I feel so much better, and no heart issues, slight night sweats still, but dealable...dry mouth is very slight and water with lemon works for that.  I could go up in dose, but this is working for me and leaves room to change if needed in the future.",5
"I'm on a very low dose. More even keel, a bit more engergetic, better focused, calmer. Still a little down. Don't want to be a zombie (as with Zoloft) so I try to stay on the low dose and find balance in daily life. The drug has helped me a great deal.",5
I switched from prozac to citalopram and what a difference! I'm so glad my doctor knew to do this!!! It has turned my mental outlook a complete 180 degrees!,5
It keeps me at an even keel throughout the day.",5
"This medication has saved my life.  You really need to give it at least 2 months.  I had some of the side effects, but over all it was not as bad as I thought it was going to be.  ",5
I dont keep to myself as much and also seem to do more of my everyday activities as before I did not want to do anything.,5
I have tried over about 12 anti-depressants over 20 years and this is the only thing that has proven results for my depression.,5
"Citalopram saved my life! It took 6 weeks to see the effects, but I am glad I waited it out. I feel like myself again. Love it!",5
this was a wonderful drug it helped me out alot,5
"Citalopram works for my depression as well as controlling my anxiety.  I have no problems with nightmares, sleep and/or weight gain. Like other similar drugs (Paxil & Prozac) I had to 'up' my dose slowly to avoid headaches.  I now take 60 mg/day. ",5
,5
"I have been on citalopram for 2 yrs and life is great seems ironic to be on an antidepressent.... tryed coming of it and evrything go back to how it was, worryed that it will stop me having kids....",5
"I AM DISABLED, AND I GET THE WINTER BLUES. IF IT GOES TILL END OF SPRING,START OF SUMMER I TOLD DOC AND GOT THIS. STARTED AT 10MG TWO WINTERS AGO NOW UP TWO 40MG. HELPS A TON.",5
"I've been on Citalopram for 2 weeks and I've been feeling great at work!! I'm able to get out of bed in the morning and start my day normally, I don't argue with anyone at work and I don't feel like chopping off someone's head!! This medicine has worked great so far. The only side affects I've notice are increased daily headaches, but my daily migraines have gotten a little better, just more frequent.",5
My first medicine for depression and I m a new woman. I felt after two weeks that a huge weight had lifted from my shoulders and I began to unwind like a coiled spring. I don't have any side effects . My life is beginning again.,5
"I started out on 10mg a day for the first week then up to 20mg the second week. The first three days I had a headache, dry mouth, and my jaw was clenching. It was tolerable. I now feel WONDERFUL! Better than I have in YEARS! I was a complete skeptic plus after reading some of the reviews I was a bit nervous to even start on meds. Well, I'm more energetic. I feel way better about myself no longer just wanting to be alone and cry. No longer feeling like a nervous wreck or having really bad anger. My sex drive has INCREASED! I do have a loss of appetite not too badly though. I still do have a bit of anxiety but citalopram has worked wonders on my depression. I'm still seeing a counselor so I'm sure in time with that it will go work out as well.",5
I'm taking this medication for PMS depression. It alleviated any depression that I was experiencing during PMS. ,5
I don't know whether or not this drug will have the same effect on you as it does me, but if you are having depression symptoms I have two pieces of advice for you:  1) don't stop trying different medications until you have found the one or ones that works best for you; 2) try citalopram.  ",5
"I have used this for a few years.  I don't feel as stressed out, and I can focus more.  No sexual side effects.  Tried to get off it a couple of times and experienced extreme side effects.  When you take a pill you feel better within a couple hours. That's my only concern.",5
"Works great.  Dizzy spells, blurry vision and tiredness happened during the first 2 weeks but after getting through those 2 weeks everything is great.  It helps me with my depression and keeps me calm during stressful situations.  Normally when I would be stressing out this drug keeps me calm, cool and collected.  The only side effect I have now is a decreased sex drive.  ",5
"The citalopram worked perfectly for me. You didn't have any ""lingering"" effects during the day to cause you to feel drugged or detached. The only side effect for me was a sexual side effect. Very frustrating! Would recommend use (even with side effect) for treatment of depression/anxiety.",5
,5
,5
"I have taken this medication for approximately 2 years.  The first few weeks were challenging as I was thirsty and VERY tired.  This went away after approximately 2 weeks and I felt a greater sense of calm and more like myself.  I am currently tapering my dose as I would like to become pregnant again but am experiencing a kind of dizziness or ""trails"" to my vision.  I am waiting for this to end -hopefully soon!",5
I have felt tons better taking this drug,5
I had been on effexor for years and it no longer worked for me.  This medication saved my life and my sanity.,5
my overall experience has been wonderful. the only side effect that i have noticed is dry mouth.,5
I had  moderate depression and in three days I experienced lifting of the depression. I take 20 mg and have had not side effects,5
"Been taking this drug for 9 yrs. I'm back to myself. Emotionally stable, positive, happy person. Give it a chance if not try something else your MD recommends, don't give up there is something out there for you!",5
"Give the meds time to work and trust your psychiatrist! It took a few weeks and adjusting the meds (I'm on 30 mg), but I am completely back to normal. I was scared to death to try this med, but now I am perfectly fine.  I can sleep, eat, and be happy again!! DO NOT listen to the comments from patients who have been on citalopram under two weeks. It is medically proven to TAKE TIME. It doesn't work in one to two days!",5
"First day taking citalopram. Really helped to calm my anxiety. Slight spaced out feeling and minor difficulty with focusing. Aside from those, no real side effects. So far so good. Will update soon.",5
"Taking for PMS.. Very happy with the effectivensee, However I have gain about 15- 20lbs... Not from eating! I work out every day.. Not sure if I should go off or not... I don't want to feel moody but I also don't want to be FAT!!!",5
It took about 4 weeks but what a difference i would not have believed it if i did not try it.,5
This medicine has helped me to get my life back. I had severe depression and mood swings before taking this. I was unable to consentrate and remember simple things. There has been a major difference in my thinking since I have started taking Citalopram. I feel like a better person.,5
I have noticed that my overall attitude has changed not to mention my anxiety is managed.  At times I do feel like my brain is working faster than I can but overall I am extremely happy.,5
